ADAIR	995.3424796747968
ADAMS	1087.5700636942674
ALLAMAKEE	1037.4204956117708
APPANOOSE	940.819974953037
AUDUBON	1057.7347826086957
Adair	982.9584438549956
BENTON	983.5194574160552
BLACK HAWK	830.5016385267508
BOONE	967.9446846578202
BREMER	1005.7666230366492
BUCHANAN	930.02871174915
BUENA VIST	944.9410933747705
BUTLER	1044.8051140290256
Black Hawk	669.2304
Boone	972.8822882288229
Buchanan	977.6049094097019
Butler	990.0829493087558
CALHOUN	1072.9616161616161
CARROLL	1018.0110457610099
CASS	977.1296414173562
CEDAR	922.223355704698
CERRO GORD	937.511634426689
CHEROKEE	1032.9027397260274
CHICKASAW	1034.7916666666667
CLARKE	1041.4892519346517
CLAY	983.0321701199564
CLAYTON	1062.4776575076326
CLINTON	906.6680610597388
CRAWFORD	936.7815719752723
Cerro Gord	1013.1897959183674
Clayton	1054.1714719271624
DALLAS	904.7049092372351
DAVIS	1012.7836676217765
DECATUR	923.6835443037975
DELAWARE	1069.2231793265466
DES MOINES	857.5521701638402
DICKINSON	969.8317781690141
DUBUQUE	906.4910578077835
Dallas	1219.7507598784196
Delaware	1028.7988353626258
Des Moines	650.5531914893617
Dickinson	900.3778337531486
EMMET	948.7774371551195
FAYETTE	1006.4229744136461
FLOYD	951.7566360052563
FRANKLIN	1038.371078806427
FREMONT	819.0820512820513
Fayette	1325.8620689655172
GREENE	1018.8955627705627
GRUNDY	1038.1547678482277
GUTHRIE	1022.8531928900593
HAMILTON	929.043830074174
HANCOCK	1085.4527777777778
HARDIN	1083.8310018050543
HARRISON	913.7350256067691
HENRY	882.5935929648241
HOWARD	1080.4549566528458
HUMBOLDT	971.5523394131642
Hancock	831.2403846153846
Hardin	1187.5447647951441
Harrison	870.0864864864865
Henry	1161.1189801699716
IDA	1024.510752688172
IOWA	1048.0420437956204
Iowa	935.126993502658
JACKSON	1012.9842464554524
JASPER	911.8692776552977
JEFFERSON	914.658816932997
JOHNSON	858.0220712406236
JONES	981.0013147082991
Jackson	852.7881355932203
Jasper	663.5245901639345
KEOKUK	971.9008438818565
KOSSUTH	1033.5236370951518
Kossuth	1232.737306843267
LEE	931.5680533679237
LINN	862.9948693162806
LOUISA	856.7359223300971
LUCAS	893.5451055662188
LYON	1008.6277266117305
Linn	727.3299492385787
MADISON	949.2025316455696
MAHASKA	969.261980830671
MARION	934.0509508432006
MARSHALL	916.7903823355068
MILLS	947.9117647058823
MITCHELL	937.5021064726159
MONONA	947.0990521327014
MONROE	932.688832054561
MONTGOMERY	956.7737068965517
MUSCATINE	845.3487509275291
Madison	921.3934426229508
Marion	897.4111776447106
Marshall	726.0
Mitchell	1162.9612817089453
OBRIEN	960.1448526330493
OSCEOLA	969.6381631037214
PAGE	963.4037227214377
PALO ALTO	1071.916103896104
PLYMOUTH	973.3225101467374
POCAHONTAS	986.3743530764807
POLK	846.54623205268
POTTAWATTA	842.1544333877915
POWESHIEK	931.9357555341675
Plymouth	1034.7152619589976
Polk	924.5004447519273
Pottawatta	725.156862745098
Poweshiek	832.9731800766283
RINGGOLD	1116.7752976190477
SAC	1086.6883116883116
SCOTT	838.9844445944123
SHELBY	974.7083333333334
SIOUX	1023.1659156742838
STORY	913.6768999570631
Scott	835.6206206206206
TAMA	1001.6989795918367
TAYLOR	916.6
UNION	1029.1372945638432
VAN BUREN	1060.7923553719008
WAPELLO	821.006316045184
WARREN	942.2843330907579
WASHINGTON	901.5325985718721
WAYNE	955.2400662251656
WEBSTER	940.8668600580174
WINNEBAGO	1090.254339118825
WINNESHIEK	1040.629916567342
WOODBURY	870.585441468254
WORTH	992.0509510869565
WRIGHT	1048.8289430894308
Wapello	862.0970374848852
Webster	747.536717062635
