"IDA",16.08702233224195
"LEE",15.529254166838923
"SAC",16.09522292412302
"CASS",15.046520309010155
"CLAY",15.210279464104183
"IOWA",13.77357081127863
"Iowa",15.260389859339787
"LINN",14.766193145097732
"LYON",15.715588927557905
"Linn",11.220152287263353
"PAGE",14.772869078404995
"POLK",15.62828933592116
"Polk",16.931999430452134
"TAMA",14.485069055374073
"ADAIR",14.349806918603617
"ADAMS",17.441305741952483
"Adair",13.508594192307571
"BOONE",15.62773521340727
"Boone",14.564521529886981
"CEDAR",12.899981215240171
"DAVIS",13.042951309236892
"EMMET",14.517621108463832
"FLOYD",14.250746390948
"HENRY",15.262270747417181
"Henry",15.602308838293167
"JONES",15.142026296049822
"LUCAS",14.865263947541333
"MILLS",14.919831946152312
"SCOTT",14.8871072516688
"SIOUX",16.306210193366994
"STORY",16.185272977552202
"Scott",15.666046045086643
"UNION",15.998579038711625
"WAYNE",13.44365896649708
"WORTH",13.732758159870686
"BENTON",14.09285525465001
"BREMER",15.20146335099692
"BUTLER",13.421554962848909
"Butler",12.765714328959241
"CLARKE",15.71973776622569
"DALLAS",15.335986792332347
"Dallas",32.46313106397727
"GREENE",15.53215912139261
"GRUNDY",13.413784321343607
"HARDIN",15.520139908505476
"HOWARD",15.137595184155783
"Hardin",15.741760244318856
"JASPER",14.612418633879521
"Jasper",10.463770545896937
"KEOKUK",12.454149124072407
"LOUISA",12.816111658151867
"MARION",14.974243531143276
"MONONA",14.969094790355854
"MONROE",14.670272815359624
"Marion",15.732055926513292
"OBRIEN",15.074585831253568
"SHELBY",15.634348966336498
"TAYLOR",13.539819295722317
"WARREN",14.737936388877415
"WRIGHT",14.641645542664257
"county",
"AUDUBON",12.433521756141083
"CALHOUN",13.399993261985907
"CARROLL",15.733419899464407
"CLAYTON",15.713308360786396
"CLINTON",14.287634685869593
"Clayton",16.080971194326604
"DECATUR",13.954867673139715
"DUBUQUE",15.270952003411306
"FAYETTE",14.027678580490003
"FREMONT",10.846205156277387
"Fayette",20.119655222728333
"GUTHRIE",14.214035559673698
"HANCOCK",13.863951422770818
"Hancock",12.20509615769753
"JACKSON",13.838396648903267
"JOHNSON",15.92691062801796
"Jackson",13.282966153096345
"KOSSUTH",15.686465505790096
"Kossuth",17.382450340599412
"MADISON",14.949925220636834
"MAHASKA",15.719557654655487
"Madison",13.853442633738283
"OSCEOLA",14.36243070200711
"WAPELLO",13.706971960283203
"WEBSTER",15.033775144116072
"Wapello",14.874081027442916
"Webster",12.496317501202
"BUCHANAN",14.444285996778984
"Buchanan",15.819888983463976
"CHEROKEE",14.608253443118643
"CRAWFORD",15.078224912404242
"DELAWARE",14.304416624754785
"Delaware",16.711392300541657
"FRANKLIN",15.459663384272657
"HAMILTON",14.195949660898407
"HARRISON",14.525103554272274
"HUMBOLDT",14.779774009188804
"Harrison",15.310216236114503
"MARSHALL",15.137048782587547
"MITCHELL",14.438437370722525
"Marshall",8.833600018024445
"Mitchell",18.27082786604623
"PLYMOUTH",16.295526069512487
"Plymouth",17.138570632098205
"RINGGOLD",14.893988139217807
"WOODBURY",15.220280583493324
"ALLAMAKEE",15.174912222402885
"APPANOOSE",15.089849735918683
"CHICKASAW",14.413904330704684
"DICKINSON",16.153751768560056
"Dickinson",17.15969770020742
"JEFFERSON",15.797757241082252
"MUSCATINE",14.160872505077064
"PALO ALTO",16.09956102947136
"POWESHIEK",15.980064988652597
"Poweshiek",13.245287355335279
"VAN BUREN",15.925258286482046
"WINNEBAGO",14.635957947202295
"BLACK HAWK",14.43983597456326
"BUENA VIST",15.958286505716133
"Black Hawk",11.68712320034027
"CERRO GORD",15.446724853973146
"Cerro Gord",16.364957828781233
"DES MOINES",13.658817193483477
"Des Moines",10.86764628614517
"MONTGOMERY",14.890255043304515
"POCAHONTAS",13.897699859376747
"POTTAWATTA",14.163339684329308
"Pottawatta",11.340130742079293
"WASHINGTON",15.935029512790004
"WINNESHIEK",16.940959495876722
