ADAIR	2559.339997291565
ADAMS	1382.7599983215332
ALLAMAKEE	7994.75000667572
APPANOOSE	7279.520009994507
AUDUBON	3302.5399990081787
Adair	3091.7699937820435
BENTON	8857.769991874695
BLACK HAWK	125366.13992738724
BOONE	13454.459990501404
BREMER	16364.4099984169
BUCHANAN	11687.009999275208
BUENA VIST	15679.079988002777
BUTLER	3021.429998397827
Black Hawk	6991.009995937347
Boone	2361.0
Buchanan	4700.190010547638
Butler	519.5599994659424
CALHOUN	3310.579996109009
CARROLL	16716.769992351532
CASS	12382.959988117218
CEDAR	9705.619995117188
CERRO GORD	34722.300010442734
CHEROKEE	5550.939993858337
CHICKASAW	3782.5800013542175
CLARKE	5148.719995498657
CLAY	16931.93999481201
CLAYTON	7286.689996004105
CLINTON	27710.789999961853
CRAWFORD	7995.939990997314
Cerro Gord	18088.699994564056
Clayton	902.6199989318848
DALLAS	32588.42998456955
DAVIS	1614.5499992370605
DECATUR	2252.519998550415
DELAWARE	2931.3000020980835
DES MOINES	31080.699986934662
DICKINSON	26164.679982185364
DUBUQUE	74492.2799487114
Dallas	7707.319999694824
Delaware	3283.9500122070312
Des Moines	1741.5399990081787
Dickinson	662.0
EMMET	6558.569993019104
FAYETTE	8281.749999523163
FLOYD	8784.380023956299
FRANKLIN	6379.619986534119
FREMONT	467.11999893188477
Fayette	367.0
GREENE	4433.439997673035
GRUNDY	6276.179990768433
GUTHRIE	3246.7099981307983
HAMILTON	13383.55999326706
HANCOCK	3305.5399990081787
HARDIN	9326.879985809326
HARRISON	11144.749990701675
HENRY	6755.119989871979
HOWARD	5906.35999584198
HUMBOLDT	6210.179989814758
Hancock	377.7799997329712
Hardin	2295.830003261566
Harrison	459.8599991798401
Henry	1201.3600025177002
IDA	5163.4800062179565
IOWA	7773.409996032715
Iowa	2546.789999961853
JACKSON	12406.619993209839
JASPER	16949.009995937347
JEFFERSON	8538.030001163483
JOHNSON	127921.54992771149
JONES	13217.590012788773
Jackson	425.07999897003174
Jasper	153.0
KEOKUK	3757.4399976730347
KOSSUTH	10056.279989242554
Kossuth	841.2400016784668
LEE	23004.72999191284
LINN	210985.7799434662
LOUISA	6010.789994239807
LUCAS	4427.18999671936
LYON	8085.969998836517
Linn	5615.700004577637
MADISON	7155.179995536804
MAHASKA	6950.389997720718
MARION	18599.21998310089
MARSHALL	30195.719996213913
MILLS	6209.780004501343
MITCHELL	5176.029995918274
MONONA	9452.689987659454
MONROE	2735.3300008773804
MONTGOMERY	6102.580012798309
MUSCATINE	37280.14995741844
Madison	141.29999923706055
Marion	1271.25
Marshall	91.0
Mitchell	1916.6499977111816
OBRIEN	15851.309995174408
OSCEOLA	2832.5799901485443
PAGE	9520.88999080658
PALO ALTO	8906.700001239777
PLYMOUTH	6855.5099947452545
POCAHONTAS	4603.989990234375
POLK	416292.76982975006
POTTAWATTA	99002.67002606392
POWESHIEK	20744.809997558594
Plymouth	4252.249999046326
Polk	51932.70998811722
Pottawatta	320.7799997329712
Poweshiek	823.1399984359741
RINGGOLD	1420.5599994659424
SAC	6222.239992618561
SCOTT	137314.06991887093
SHELBY	5508.099994182587
SIOUX	13974.80999135971
STORY	78927.21996974945
Scott	2334.3599996566772
TAMA	7426.699999809265
TAYLOR	1961.989999294281
UNION	9572.369986057281
VAN BUREN	2458.269999027252
WAPELLO	19971.689980983734
WARREN	20883.77996778488
WASHINGTON	15454.149984836578
WAYNE	1675.9399976730347
WEBSTER	23339.919971227646
WINNEBAGO	5461.8200006484985
WINNESHIEK	9024.539995193481
WOODBURY	76599.78994870186
WORTH	3972.5199975967407
WRIGHT	6670.740001678467
Wapello	8252.64000082016
Webster	1752.10999917984
