"IDA",4.97976405475079
"LEE",8.440920029263934
"SAC",3.733635764544373
"CASS",7.8068331874340595
"CLAY",4.612143814758538
"IOWA",3.2290228451906335
"Iowa",6.570340608572443
"LINN",5.271777340103849
"LYON",2.9297326489440274
"Linn",4.322341347810215
"PAGE",7.060477038408069
"POLK",5.22050192870892
"Polk",6.418057095497372
"TAMA",6.171259291384758
"ADAIR",4.047509749807737
"ADAMS",3.905411763050977
"Adair",3.4646200624642765
"BOONE",5.503910729906782
"Boone",3.9972639222410633
"CEDAR",3.7724304307644694
"DAVIS",2.7599264687182856
"EMMET",4.356293725563328
"FLOYD",7.429569616142109
"HENRY",5.3775000284482815
"Henry",17.636012952538984
"JONES",5.47398267991253
"LUCAS",6.414113594482233
"MILLS",4.07952706915167
"SCOTT",5.726145354905669
"SIOUX",4.937954008837717
"STORY",4.8144495656737964
"Scott",2.719118716851842
"UNION",5.034429716970131
"WAYNE",4.948712166455207
"WORTH",3.327524882134291
"BENTON",4.736305372885022
"BREMER",3.8438230607371753
"BUTLER",3.4547058840759663
"Butler",2.825507242610489
"CLARKE",6.832938806266985
"DALLAS",4.889094278109285
"Dallas",47.30226285614236
"GREENE",5.126401087004508
"GRUNDY",3.871939716034409
"HARDIN",5.981649380616466
"HOWARD",3.8178834171809313
"Hardin",19.950441985723963
"JASPER",4.6007670919943315
"Jasper",2.570454541255127
"KEOKUK",2.7942587049149754
"LOUISA",2.5816794767279654
"MARION",6.204876187117348
"MONONA",2.8264452069451367
"MONROE",13.130679474252721
"Marion",5.656694553013128
"OBRIEN",3.498662817980636
"SHELBY",5.9114548802799405
"TAYLOR",3.2346774363023343
"WARREN",7.136510534076502
"WRIGHT",5.64514052076223
"AUDUBON",4.440808936309282
"CALHOUN",5.420925387028438
"CARROLL",6.138052720218044
"CLAYTON",4.485464496975713
"CLINTON",5.165968422285774
"Clayton",2.2741401206915546
"DECATUR",4.516880561952043
"DUBUQUE",4.758751834866695
"FAYETTE",5.633772013395668
"FREMONT",5.6794505551621155
"Fayette",3.345
"GUTHRIE",3.8695251597039526
"HANCOCK",4.25037543928257
"Hancock",4.145111105177137
"JACKSON",4.079307534988567
"JOHNSON",5.016883216436421
"Jackson",3.4451388749811382
"KOSSUTH",7.5492567388221
"Kossuth",5.953695620315663
"MADISON",5.532832708164137
"MAHASKA",7.468665532808635
"Madison",10.627586208540817
"OSCEOLA",6.087781600781268
"WAPELLO",6.72222593369786
"WEBSTER",6.418305521186858
"Wapello",4.123110362760437
"Webster",4.644125027582049
"BUCHANAN",3.396825122653746
"Buchanan",4.045140382194565
"CHEROKEE",7.24723835044712
"CRAWFORD",7.282088429208365
"DELAWARE",11.14583110708586
"Delaware",4.5106757162012965
"FRANKLIN",5.620710048724317
"HAMILTON",3.938780743434257
"HARRISON",3.3769254111563196
"HUMBOLDT",7.0784918058125585
"Harrison",4.540932254392212
"MARSHALL",5.434302580485341
"MITCHELL",2.9000519067822443
"Marshall",2.1500000002292485
"Mitchell",3.652096380095884
"PLYMOUTH",4.757551038237963
"Plymouth",5.198650817738639
"RINGGOLD",3.162183542724086
"WOODBURY",7.290430619952269
"ALLAMAKEE",3.6978996776767246
"APPANOOSE",6.644539175254684
"CHICKASAW",4.6379781537714715
"DICKINSON",5.503637207459338
"Dickinson",2.3021857933919936
"JEFFERSON",5.07451505958525
"MUSCATINE",4.99588482153986
"PALO ALTO",3.8291304426110426
"POWESHIEK",3.941067817965049
"Poweshiek",3.3633720847063286
"VAN BUREN",3.710209004173708
"WINNEBAGO",5.457644181852234
"BLACK HAWK",5.022986335982116
"BUENA VIST",4.414325796669743
"Black Hawk",2.37842823745305
"CERRO GORD",5.506446026257007
"Cerro Gord",3.903890880975999
"DES MOINES",4.898729346705408
"Des Moines",3.35027493306042
"MONTGOMERY",8.787093255164908
"POCAHONTAS",3.2054162861557547
"POTTAWATTA",6.765901075015007
"Pottawatta",10.172954593192447
"WASHINGTON",6.511494322765626
"WINNESHIEK",5.867427287238931
